Row,CH1 Time (ms),CH1 Peak (cm/s),CH1 Dias (cm/s),CH1 Mean (cm/s),CH1 Emboli Per Min,CH1 Emboli Count,CH1 Depth,CH1 Sample,CH1 Power,CH1 Vessel,CH1 Time,CH1 Date,CH1 Messages,CH2 Time (ms),CH2 Peak (cm/s),CH2 Dias (cm/s),CH2 Mean (cm/s),CH2 Emboli Per Min,CH2 Emboli Count,CH2 Depth,CH2 Sample,CH2 Power,CH2 Vessel,CH2 Time,CH2 Date,CH2 Messages
6341,6340008,91,46,64,0,176,55,9,90,RMCA,10:14:02 AM,8/7/2015,,6341000,87,34,56,0,60,50,9,90,LMCA,10:14:03 AM,8/7/2015,
6342,6341008,92,47,65,0,176,55,9,90,RMCA,10:14:03 AM,8/7/2015,,6342000,87,34,56,0,60,50,9,90,LMCA,10:14:04 AM,8/7/2015,
6343,6342008,93,47,66,0,176,55,9,90,RMCA,10:14:04 AM,8/7/2015,,6343000,87,34,56,0,60,50,9,90,LMCA,10:14:05 AM,8/7/2015,
6344,6343008,92,48,66,0,176,55,9,90,RMCA,10:14:05 AM,8/7/2015,,6344000,87,34,56,0,60,50,9,90,LMCA,10:14:06 AM,8/7/2015,
6345,6344008,92,48,66,0,176,55,9,90,RMCA,10:14:06 AM,8/7/2015,,6345000,88,34,56,0,60,50,9,90,LMCA,10:14:07 AM,8/7/2015,
6346,6345008,90,48,66,0,176,55,9,90,RMCA,10:14:07 AM,8/7/2015,,6346000,88,35,56,0,60,50,9,90,LMCA,10:14:08 AM,8/7/2015,
6347,6346008,90,47,66,0,176,55,9,90,RMCA,10:14:08 AM,8/7/2015,,6347000,88,35,56,0,60,50,9,90,LMCA,10:14:09 AM,8/7/2015,
6348,6347008,90,47,66,0,176,55,9,90,RMCA,10:14:09 AM,8/7/2015,,6348000,88,35,56,0,60,50,9,90,LMCA,10:14:10 AM,8/7/2015,
6349,6348008,90,47,66,2,178,55,9,90,RMCA,10:14:10 AM,8/7/2015,,6349000,87,35,56,0,60,50,9,90,LMCA,10:14:11 AM,8/7/2015,
6350,6349008,90,47,66,2,178,55,9,90,RMCA,10:14:11 AM,8/7/2015,,6350000,87,35,56,0,60,50,9,90,LMCA,10:14:12 AM,8/7/2015,
6351,6350008,90,47,66,2,178,55,9,90,RMCA,10:14:12 AM,8/7/2015,,6351000,87,35,56,0,60,50,9,90,LMCA,10:14:13 AM,8/7/2015,
6352,6351008,90,46,66,2,178,55,9,90,RMCA,10:14:13 AM,8/7/2015,,6352000,87,34,55,0,60,50,9,90,LMCA,10:14:14 AM,8/7/2015,
6353,6352008,90,46,66,2,178,55,9,90,RMCA,10:14:14 AM,8/7/2015,,6353000,85,34,55,0,60,50,9,90,LMCA,10:14:15 AM,8/7/2015,
6354,6353008,90,46,66,2,178,55,9,90,RMCA,10:14:15 AM,8/7/2015,,6354000,86,33,54,0,60,50,9,90,LMCA,10:14:16 AM,8/7/2015,
6355,6354008,91,46,66,2,178,55,9,90,RMCA,10:14:16 AM,8/7/2015,,6355000,86,33,53,0,60,50,9,90,LMCA,10:14:17 AM,8/7/2015,
6356,6355008,92,46,66,2,178,55,9,90,RMCA,10:14:17 AM,8/7/2015,,6356000,86,33,53,0,60,50,9,90,LMCA,10:14:18 AM,8/7/2015,
6357,6356008,93,47,66,2,178,55,9,90,RMCA,10:14:18 AM,8/7/2015,,6357000,86,33,53,0,60,50,9,90,LMCA,10:14:19 AM,8/7/2015,
6358,6357008,92,46,66,2,178,55,9,90,RMCA,10:14:19 AM,8/7/2015,,6358000,86,32,53,0,60,50,9,90,LMCA,10:14:20 AM,8/7/2015,
6359,6358008,92,46,65,2,178,55,9,90,RMCA,10:14:20 AM,8/7/2015,,6359000,84,32,53,0,60,50,9,90,LMCA,10:14:21 AM,8/7/2015,
6360,6359008,92,46,65,2,178,55,9,90,RMCA,10:14:21 AM,8/7/2015,,6360000,84,32,53,0,60,50,9,90,LMCA,10:14:22 AM,8/7/2015,
6361,6360008,91,46,65,2,178,55,9,90,RMCA,10:14:22 AM,8/7/2015,,6361000,86,32,53,0,60,50,9,90,LMCA,10:14:23 AM,8/7/2015,
6362,6361008,91,46,65,2,178,55,9,90,RMCA,10:14:23 AM,8/7/2015,,6362000,84,32,52,0,60,50,9,90,LMCA,10:14:24 AM,8/7/2015,
6363,6362008,92,46,65,2,178,55,9,90,RMCA,10:14:24 AM,8/7/2015,,6363000,85,31,52,0,60,50,9,90,LMCA,10:14:25 AM,8/7/2015,
6364,6363008,94,46,65,2,178,55,9,90,RMCA,10:14:25 AM,8/7/2015,,6364000,86,31,52,0,60,50,9,90,LMCA,10:14:26 AM,8/7/2015,
6365,6364008,95,46,65,2,178,55,9,90,RMCA,10:14:26 AM,8/7/2015,,6365000,86,31,51,0,60,50,9,90,LMCA,10:14:27 AM,8/7/2015,
6366,6365008,94,47,66,2,178,55,9,90,RMCA,10:14:27 AM,8/7/2015,,6366000,86,31,52,0,60,50,9,90,LMCA,10:14:28 AM,8/7/2015,
6367,6366008,93,47,66,2,178,55,9,90,RMCA,10:14:28 AM,8/7/2015,,6367000,86,32,52,0,60,50,9,90,LMCA,10:14:29 AM,8/7/2015,
6368,6367008,92,46,66,2,178,55,9,90,RMCA,10:14:29 AM,8/7/2015,,6368000,86,32,53,0,60,50,9,90,LMCA,10:14:30 AM,8/7/2015,
6369,6368008,92,46,66,2,178,55,9,90,RMCA,10:14:30 AM,8/7/2015,,6369000,87,32,54,0,60,50,9,90,LMCA,10:14:31 AM,8/7/2015,
6370,6369008,94,45,66,2,178,55,9,90,RMCA,10:14:31 AM,8/7/2015,,6370000,86,32,53,0,60,50,9,90,LMCA,10:14:32 AM,8/7/2015,
6371,6370008,96,47,67,2,178,55,9,90,RMCA,10:14:32 AM,8/7/2015,,6371000,85,32,53,0,60,50,9,90,LMCA,10:14:33 AM,8/7/2015,
6372,6371008,98,48,68,2,178,55,9,90,RMCA,10:14:33 AM,8/7/2015,,6372000,85,32,53,0,60,50,9,90,LMCA,10:14:34 AM,8/7/2015,
6373,6372008,98,48,68,3,179,55,9,90,RMCA,10:14:34 AM,8/7/2015,,6373000,82,32,53,0,60,50,9,90,LMCA,10:14:35 AM,8/7/2015,
6374,6373008,95,48,67,3,179,55,9,90,RMCA,10:14:35 AM,8/7/2015,,6374000,80,33,51,0,60,50,9,90,LMCA,10:14:36 AM,8/7/2015,
6375,6374008,90,46,64,3,179,55,9,90,RMCA,10:14:36 AM,8/7/2015,,6375000,82,33,51,0,60,50,9,90,LMCA,10:14:37 AM,8/7/2015,
6376,6375008,90,45,62,5,181,55,9,90,RMCA,10:14:37 AM,8/7/2015,,6376000,82,33,50,0,60,50,9,90,LMCA,10:14:38 AM,8/7/2015,
6377,6376008,88,44,61,6,182,55,9,90,RMCA,10:14:38 AM,8/7/2015,,6377000,83,33,51,0,60,50,9,90,LMCA,10:14:39 AM,8/7/2015,
6378,6377008,88,44,61,7,183,55,9,90,RMCA,10:14:39 AM,8/7/2015,,6378000,84,34,51,0,60,50,9,90,LMCA,10:14:40 AM,8/7/2015,
6379,6378008,90,44,61,7,183,55,9,90,RMCA,10:14:40 AM,8/7/2015,,6379000,84,34,52,0,60,50,9,90,LMCA,10:14:41 AM,8/7/2015,
6380,6379008,89,42,61,8,184,55,9,90,RMCA,10:14:41 AM,8/7/2015,,6380000,84,34,53,0,60,50,9,90,LMCA,10:14:42 AM,8/7/2015,
6381,6380008,86,42,61,8,184,55,9,90,RMCA,10:14:42 AM,8/7/2015,,6381000,86,36,56,0,60,50,9,90,LMCA,10:14:43 AM,8/7/2015,
6382,6381008,88,43,62,8,184,55,9,90,RMCA,10:14:43 AM,8/7/2015,,6382000,88,36,56,0,60,50,9,90,LMCA,10:14:44 AM,8/7/2015,
6383,6382008,91,44,64,8,184,55,9,90,RMCA,10:14:44 AM,8/7/2015,,6383000,89,36,57,0,60,50,9,90,LMCA,10:14:45 AM,8/7/2015,
6384,6383008,91,45,65,8,184,55,9,90,RMCA,10:14:45 AM,8/7/2015,,6384000,88,35,57,0,60,50,9,90,LMCA,10:14:46 AM,8/7/2015,
6385,6384008,93,47,67,8,184,55,9,90,RMCA,10:14:46 AM,8/7/2015,,6385000,87,34,56,0,60,50,9,90,LMCA,10:14:47 AM,8/7/2015,
6386,6385008,96,49,68,8,184,55,9,90,RMCA,10:14:47 AM,8/7/2015,,6386000,86,34,55,0,60,50,9,90,LMCA,10:14:48 AM,8/7/2015,
6387,6386008,98,50,69,8,184,55,9,90,RMCA,10:14:48 AM,8/7/2015,,6387000,85,33,55,0,60,50,9,90,LMCA,10:14:49 AM,8/7/2015,
6388,6387008,99,50,70,8,184,55,9,90,RMCA,10:14:49 AM,8/7/2015,,6388000,84,33,54,0,60,50,9,90,LMCA,10:14:50 AM,8/7/2015,
6389,6388008,100,49,70,9,185,55,9,90,RMCA,10:14:50 AM,8/7/2015,,6389000,82,32,51,0,60,50,9,90,LMCA,10:14:51 AM,8/7/2015,
6390,6389008,98,48,69,9,185,55,9,90,RMCA,10:14:51 AM,8/7/2015,,6390000,81,31,51,0,60,50,9,90,LMCA,10:14:52 AM,8/7/2015,
6391,6390008,95,48,68,9,185,55,9,90,RMCA,10:14:52 AM,8/7/2015,,6391000,81,31,50,0,60,50,9,90,LMCA,10:14:53 AM,8/7/2015,
6392,6391008,90,46,65,9,185,55,9,90,RMCA,10:14:53 AM,8/7/2015,,6392000,81,31,50,0,60,50,9,90,LMCA,10:14:54 AM,8/7/2015,
6393,6392008,84,45,62,9,185,55,9,90,RMCA,10:14:54 AM,8/7/2015,,6393000,82,32,50,0,60,50,9,90,LMCA,10:14:55 AM,8/7/2015,
6394,6393008,79,43,59,10,186,55,9,90,RMCA,10:14:55 AM,8/7/2015,,6394000,100,29,48,0,60,50,9,90,LMCA,10:14:56 AM,8/7/2015,
6395,6394008,66,37,50,11,187,55,9,90,RMCA,10:14:56 AM,8/7/2015,,6395000,100,29,48,0,60,50,9,90,LMCA,10:14:57 AM,8/7/2015,
6396,6395008,57,32,43,11,187,55,9,90,RMCA,10:14:57 AM,8/7/2015,,6396000,100,29,48,0,60,50,9,90,LMCA,10:14:58 AM,8/7/2015,
6397,6396008,53,30,40,11,187,55,9,90,RMCA,10:14:58 AM,8/7/2015,,6397000,100,29,48,0,60,50,9,90,LMCA,10:14:59 AM,8/7/2015,
6398,6397008,43,22,28,11,187,55,9,90,RMCA,10:14:59 AM,8/7/2015,,6398000,88,18,29,0,60,50,9,90,LMCA,10:15:00 AM,8/7/2015,
6399,6398008,44,22,28,11,187,55,9,90,RMCA,10:15:00 AM,8/7/2015,,6399000,34,15,19,0,60,50,9,90,LMCA,10:15:01 AM,8/7/2015,
6400,6399008,44,20,26,11,187,55,9,90,RMCA,10:15:01 AM,8/7/2015,,6400000,52,14,21,0,60,50,9,90,LMCA,10:15:02 AM,8/7/2015,
6401,6400008,44,18,24,11,187,55,9,90,RMCA,10:15:02 AM,8/7/2015,,6401000,52,14,21,0,60,50,9,90,LMCA,10:15:03 AM,8/7/2015,
6402,6401008,48,15,22,11,187,55,9,90,RMCA,10:15:03 AM,8/7/2015,,6402000,52,14,21,0,60,50,9,90,LMCA,10:15:04 AM,8/7/2015,
6403,6402008,64,14,23,11,187,55,9,90,RMCA,10:15:04 AM,8/7/2015,,6403000,52,14,21,0,60,50,9,90,LMCA,10:15:05 AM,8/7/2015,
6404,6403008,64,14,23,11,187,55,9,90,RMCA,10:15:05 AM,8/7/2015,,6404000,77,25,40,0,60,50,9,90,LMCA,10:15:06 AM,8/7/2015,
6405,6404008,64,14,23,12,188,55,9,90,RMCA,10:15:06 AM,8/7/2015,,6405000,77,25,40,0,60,50,9,90,LMCA,10:15:07 AM,8/7/2015,
6406,6405008,64,14,23,16,192,55,9,90,RMCA,10:15:07 AM,8/7/2015,,6406000,80,25,42,0,60,50,9,90,LMCA,10:15:08 AM,8/7/2015,
6407,6406008,64,14,23,18,194,55,9,90,RMCA,10:15:08 AM,8/7/2015,,6407000,82,26,43,0,60,50,9,90,LMCA,10:15:09 AM,8/7/2015,
6408,6407008,62,26,40,20,196,55,9,90,RMCA,10:15:09 AM,8/7/2015,,6408000,85,28,46,0,60,50,9,90,LMCA,10:15:10 AM,8/7/2015,
6409,6408008,62,25,40,19,197,55,9,90,RMCA,10:15:10 AM,8/7/2015,,6409000,84,29,48,0,60,50,9,90,LMCA,10:15:11 AM,8/7/2015,
6410,6409008,63,26,41,21,199,55,9,90,RMCA,10:15:11 AM,8/7/2015,,6410000,87,31,50,0,60,50,9,90,LMCA,10:15:12 AM,8/7/2015,
6411,6410008,65,26,42,23,201,55,9,90,RMCA,10:15:12 AM,8/7/2015,,6411000,81,28,50,0,60,50,9,90,LMCA,10:15:13 AM,8/7/2015,
6412,6411008,66,28,43,23,201,55,9,90,RMCA,10:15:13 AM,8/7/2015,,6412000,82,29,49,0,60,50,9,90,LMCA,10:15:14 AM,8/7/2015,
6413,6412008,66,29,44,24,202,55,9,90,RMCA,10:15:14 AM,8/7/2015,,6413000,83,28,50,0,60,50,9,90,LMCA,10:15:15 AM,8/7/2015,
6414,6413008,66,30,45,25,203,55,9,90,RMCA,10:15:15 AM,8/7/2015,,6414000,85,29,50,0,60,50,9,90,LMCA,10:15:16 AM,8/7/2015,
6415,6414008,67,32,45,25,203,55,9,90,RMCA,10:15:16 AM,8/7/2015,,6415000,87,29,50,0,60,50,9,90,LMCA,10:15:17 AM,8/7/2015,
6416,6415008,65,32,45,25,203,55,9,90,RMCA,10:15:17 AM,8/7/2015,,6416000,93,33,53,0,60,50,9,90,LMCA,10:15:18 AM,8/7/2015,
6417,6416008,65,32,45,25,203,55,9,90,RMCA,10:15:18 AM,8/7/2015,,6417000,94,33,54,0,60,50,9,90,LMCA,10:15:19 AM,8/7/2015,
6418,6417008,63,30,44,25,203,55,9,90,RMCA,10:15:19 AM,8/7/2015,,6418000,95,35,55,0,60,50,9,90,LMCA,10:15:20 AM,8/7/2015,
6419,6418008,60,29,42,25,203,55,9,90,RMCA,10:15:20 AM,8/7/2015,,6419000,93,34,54,0,60,50,9,90,LMCA,10:15:21 AM,8/7/2015,
6420,6419008,58,28,39,25,203,55,9,90,RMCA,10:15:21 AM,8/7/2015,,6420000,92,35,53,0,60,50,9,90,LMCA,10:15:22 AM,8/7/2015,
6421,6420008,56,27,38,25,203,55,9,90,RMCA,10:15:22 AM,8/7/2015,,6421000,92,35,53,0,60,50,9,90,LMCA,10:15:23 AM,8/7/2015,
6422,6421008,56,27,38,25,203,55,9,90,RMCA,10:15:23 AM,8/7/2015,,6422000,93,34,53,0,60,50,9,90,LMCA,10:15:24 AM,8/7/2015,
6423,6422008,56,26,37,25,203,55,9,90,RMCA,10:15:24 AM,8/7/2015,,6423000,93,34,54,0,60,50,9,90,LMCA,10:15:25 AM,8/7/2015,
6424,6423008,56,26,36,25,203,55,9,90,RMCA,10:15:25 AM,8/7/2015,,6424000,94,34,54,0,60,50,9,90,LMCA,10:15:26 AM,8/7/2015,
6425,6424008,56,26,36,25,203,55,9,90,RMCA,10:15:26 AM,8/7/2015,,6425000,94,34,53,0,60,50,9,90,LMCA,10:15:27 AM,8/7/2015,
6426,6425008,56,26,36,25,203,55,9,90,RMCA,10:15:27 AM,8/7/2015,,6426000,94,34,53,0,60,50,9,90,LMCA,10:15:28 AM,8/7/2015,
6427,6426008,56,26,36,25,203,55,9,90,RMCA,10:15:28 AM,8/7/2015,,6427000,93,34,53,0,60,50,9,90,LMCA,10:15:29 AM,8/7/2015,
6428,6427008,57,26,36,25,203,55,9,90,RMCA,10:15:29 AM,8/7/2015,,6428000,92,33,52,0,60,50,9,90,LMCA,10:15:30 AM,8/7/2015,
6429,6428008,56,26,36,25,203,55,9,90,RMCA,10:15:30 AM,8/7/2015,,6429000,88,33,51,0,60,50,9,90,LMCA,10:15:31 AM,8/7/2015,
6430,6429008,58,26,36,25,203,55,9,90,RMCA,10:15:31 AM,8/7/2015,,6430000,88,33,51,0,60,50,9,90,LMCA,10:15:32 AM,8/7/2015,
6431,6430008,58,26,36,25,203,55,9,90,RMCA,10:15:32 AM,8/7/2015,,6431000,87,32,50,0,60,50,9,90,LMCA,10:15:33 AM,8/7/2015,
6432,6431008,58,27,37,25,203,55,9,90,RMCA,10:15:33 AM,8/7/2015,,6432000,84,29,47,0,60,50,9,90,LMCA,10:15:34 AM,8/7/2015,
6433,6432008,60,27,38,24,203,55,9,90,RMCA,10:15:34 AM,8/7/2015,,6433000,83,27,45,0,60,50,9,90,LMCA,10:15:35 AM,8/7/2015,
6434,6433008,60,28,39,24,203,55,9,90,RMCA,10:15:35 AM,8/7/2015,,6434000,83,27,45,0,60,50,9,90,LMCA,10:15:36 AM,8/7/2015,
6435,6434008,60,28,39,24,203,55,9,90,RMCA,10:15:36 AM,8/7/2015,,6435000,80,26,44,0,60,50,9,90,LMCA,10:15:37 AM,8/7/2015,
6436,6435008,60,28,39,23,204,55,9,90,RMCA,10:15:37 AM,8/7/2015,,6436000,78,26,42,0,60,50,9,90,LMCA,10:15:38 AM,8/7/2015,
6437,6436008,61,29,40,22,204,55,9,90,RMCA,10:15:38 AM,8/7/2015,,6437000,76,26,41,0,60,50,9,90,LMCA,10:15:39 AM,8/7/2015,
6438,6437008,61,29,40,21,204,55,9,90,RMCA,10:15:39 AM,8/7/2015,,6438000,76,26,41,0,60,50,9,90,LMCA,10:15:40 AM,8/7/2015,
6439,6438008,63,30,40,21,204,55,9,90,RMCA,10:15:40 AM,8/7/2015,,6439000,72,26,40,0,60,50,9,90,LMCA,10:15:41 AM,8/7/2015,
6440,6439008,62,29,40,20,204,55,9,90,RMCA,10:15:41 AM,8/7/2015,,6440000,72,26,40,0,60,50,9,90,LMCA,10:15:42 AM,8/7/2015,
6441,6440008,62,29,40,20,204,55,9,90,RMCA,10:15:42 AM,8/7/2015,,6441000,73,26,40,0,60,50,9,90,LMCA,10:15:43 AM,8/7/2015,
6442,6441008,62,29,40,20,204,55,9,90,RMCA,10:15:43 AM,8/7/2015,,6442000,73,26,40,0,60,50,9,90,LMCA,10:15:44 AM,8/7/2015,
6443,6442008,62,29,40,20,204,55,9,90,RMCA,10:15:44 AM,8/7/2015,,6443000,74,26,40,0,60,50,9,90,LMCA,10:15:45 AM,8/7/2015,
6444,6443008,60,29,41,20,204,55,9,90,RMCA,10:15:45 AM,8/7/2015,,6444000,77,26,41,0,60,50,9,90,LMCA,10:15:46 AM,8/7/2015,
6445,6444008,59,28,40,20,204,55,9,90,RMCA,10:15:46 AM,8/7/2015,,6445000,77,26,41,0,60,50,9,90,LMCA,10:15:47 AM,8/7/2015,
6446,6445008,59,28,40,20,204,55,9,90,RMCA,10:15:47 AM,8/7/2015,,6446000,77,26,41,0,60,50,9,90,LMCA,10:15:48 AM,8/7/2015,
6447,6446008,57,28,39,20,204,55,9,90,RMCA,10:15:48 AM,8/7/2015,,6447000,76,25,40,0,60,50,9,90,LMCA,10:15:49 AM,8/7/2015,
6448,6447008,54,26,38,20,204,55,9,90,RMCA,10:15:49 AM,8/7/2015,,6448000,73,24,40,0,60,50,9,90,LMCA,10:15:50 AM,8/7/2015,
6449,6448008,54,26,37,19,204,55,9,90,RMCA,10:15:50 AM,8/7/2015,,6449000,73,24,40,0,60,50,9,90,LMCA,10:15:51 AM,8/7/2015,
6450,6449008,54,26,37,19,204,55,9,90,RMCA,10:15:51 AM,8/7/2015,,6450000,74,25,40,0,60,50,9,90,LMCA,10:15:52 AM,8/7/2015,
6451,6450008,52,26,37,19,204,55,9,90,RMCA,10:15:52 AM,8/7/2015,,6451000,73,24,40,0,60,50,9,90,LMCA,10:15:53 AM,8/7/2015,
6452,6451008,52,26,37,19,204,55,9,90,RMCA,10:15:53 AM,8/7/2015,,6452000,75,25,40,0,60,50,9,90,LMCA,10:15:54 AM,8/7/2015,
6453,6452008,53,26,37,19,204,55,9,90,RMCA,10:15:54 AM,8/7/2015,,6453000,75,25,40,0,60,50,9,90,LMCA,10:15:55 AM,8/7/2015,
6454,6453008,53,26,37,18,204,55,9,90,RMCA,10:15:55 AM,8/7/2015,,6454000,76,24,40,0,60,50,9,90,LMCA,10:15:56 AM,8/7/2015,
6455,6454008,54,26,36,17,204,55,9,90,RMCA,10:15:56 AM,8/7/2015,,6455000,76,24,40,0,60,50,9,90,LMCA,10:15:57 AM,8/7/2015,
6456,6455008,54,26,36,17,204,55,9,90,RMCA,10:15:57 AM,8/7/2015,,6456000,76,24,40,0,60,50,9,90,LMCA,10:15:58 AM,8/7/2015,
6457,6456008,73,39,50,18,205,55,9,90,RMCA,10:15:58 AM,8/7/2015,,6457000,76,24,40,0,60,50,9,90,LMCA,10:15:59 AM,8/7/2015,
6458,6457008,73,39,50,18,205,55,9,90,RMCA,10:15:59 AM,8/7/2015,,6458000,76,24,40,0,60,50,9,90,LMCA,10:16:00 AM,8/7/2015,
6459,6458008,73,39,50,21,208,55,9,90,RMCA,10:16:00 AM,8/7/2015,,6459000,76,24,40,0,60,50,9,90,LMCA,10:16:01 AM,8/7/2015,
6460,6459008,73,39,50,23,210,55,9,90,RMCA,10:16:01 AM,8/7/2015,,6460000,73,24,40,0,60,50,9,90,LMCA,10:16:02 AM,8/7/2015,
6461,6460008,76,42,51,26,213,55,9,90,RMCA,10:16:02 AM,8/7/2015,,6461000,74,25,40,0,60,50,9,90,LMCA,10:16:03 AM,8/7/2015,
6462,6461008,44,22,28,27,214,55,9,90,RMCA,10:16:03 AM,8/7/2015,,6462000,74,25,40,0,60,50,9,90,LMCA,10:16:04 AM,8/7/2015,
6463,6462008,44,22,28,31,218,55,9,90,RMCA,10:16:04 AM,8/7/2015,,6463000,75,25,40,0,60,50,9,90,LMCA,10:16:05 AM,8/7/2015,
6464,6463008,44,22,28,35,222,55,9,90,RMCA,10:16:05 AM,8/7/2015,,6464000,77,26,41,0,60,50,9,90,LMCA,10:16:06 AM,8/7/2015,
6465,6464008,45,22,30,38,226,55,9,90,RMCA,10:16:06 AM,8/7/2015,,6465000,76,26,41,0,60,50,9,90,LMCA,10:16:07 AM,8/7/2015,
6466,6465008,45,22,30,36,228,55,9,90,RMCA,10:16:07 AM,8/7/2015,,6466000,76,26,41,0,60,50,9,90,LMCA,10:16:08 AM,8/7/2015,
6467,6466008,45,22,30,36,230,55,9,90,RMCA,10:16:08 AM,8/7/2015,,6467000,76,26,41,0,60,50,9,90,LMCA,10:16:09 AM,8/7/2015,
6468,6467008,46,23,31,37,233,55,9,90,RMCA,10:16:09 AM,8/7/2015,,6468000,72,26,41,0,60,50,9,90,LMCA,10:16:10 AM,8/7/2015,
6469,6468008,45,23,31,41,238,55,9,90,RMCA,10:16:10 AM,8/7/2015,,6469000,72,26,40,0,60,50,9,90,LMCA,10:16:11 AM,8/7/2015,
6470,6469008,46,23,32,41,240,55,9,90,RMCA,10:16:11 AM,8/7/2015,,6470000,72,26,40,0,60,50,9,90,LMCA,10:16:12 AM,8/7/2015,
6471,6470008,46,23,32,40,241,55,9,90,RMCA,10:16:12 AM,8/7/2015,,6471000,71,26,40,0,60,50,9,90,LMCA,10:16:13 AM,8/7/2015,
6472,6471008,46,23,33,41,242,55,9,90,RMCA,10:16:13 AM,8/7/2015,,6472000,75,26,40,0,60,50,9,90,LMCA,10:16:14 AM,8/7/2015,
6473,6472008,46,24,33,40,242,55,9,90,RMCA,10:16:14 AM,8/7/2015,,6473000,75,26,41,0,60,50,9,90,LMCA,10:16:15 AM,8/7/2015,
6474,6473008,46,24,33,39,242,55,9,90,RMCA,10:16:15 AM,8/7/2015,,6474000,75,26,41,0,60,50,9,90,LMCA,10:16:16 AM,8/7/2015,
6475,6474008,45,24,33,41,244,55,9,90,RMCA,10:16:16 AM,8/7/2015,,6475000,76,27,41,0,60,50,9,90,LMCA,10:16:17 AM,8/7/2015,
6476,6475008,46,25,34,42,245,55,9,90,RMCA,10:16:17 AM,8/7/2015,,6476000,78,28,42,0,60,50,9,90,LMCA,10:16:18 AM,8/7/2015,
6477,6476008,48,25,34,45,248,55,9,90,RMCA,10:16:18 AM,8/7/2015,,6477000,78,28,43,0,60,50,9,90,LMCA,10:16:19 AM,8/7/2015,
6478,6477008,50,25,36,47,250,55,9,90,RMCA,10:16:19 AM,8/7/2015,,6478000,77,28,43,0,60,50,9,90,LMCA,10:16:20 AM,8/7/2015,
6479,6478008,50,25,36,47,250,55,9,90,RMCA,10:16:20 AM,8/7/2015,,6479000,76,27,43,0,60,50,9,90,LMCA,10:16:21 AM,8/7/2015,
6480,6479008,50,25,36,47,250,55,9,90,RMCA,10:16:21 AM,8/7/2015,,6480000,75,27,42,0,60,50,9,90,LMCA,10:16:22 AM,8/7/2015,
6481,6480008,50,25,36,47,250,55,9,90,RMCA,10:16:22 AM,8/7/2015,,6481000,75,27,42,0,60,50,9,90,LMCA,10:16:23 AM,8/7/2015,
6482,6481008,48,26,37,47,250,55,9,90,RMCA,10:16:23 AM,8/7/2015,,6482000,76,27,43,0,60,50,9,90,LMCA,10:16:24 AM,8/7/2015,
6483,6482008,55,26,36,49,252,55,9,90,RMCA,10:16:24 AM,8/7/2015,,6483000,78,28,43,0,60,50,9,90,LMCA,10:16:25 AM,8/7/2015,
6484,6483008,57,28,38,52,255,55,9,90,RMCA,10:16:25 AM,8/7/2015,,6484000,77,28,44,0,60,50,9,90,LMCA,10:16:26 AM,8/7/2015,
6485,6484008,55,28,38,53,256,55,9,90,RMCA,10:16:26 AM,8/7/2015,,6485000,78,28,44,0,60,50,9,90,LMCA,10:16:27 AM,8/7/2015,
6486,6485008,55,28,38,53,256,55,9,90,RMCA,10:16:27 AM,8/7/2015,,6486000,78,28,44,0,60,50,9,90,LMCA,10:16:28 AM,8/7/2015,
6487,6486008,54,29,38,53,256,55,9,90,RMCA,10:16:28 AM,8/7/2015,,6487000,80,28,45,0,60,50,9,90,LMCA,10:16:29 AM,8/7/2015,
6488,6487008,54,29,38,53,256,55,9,90,RMCA,10:16:29 AM,8/7/2015,,6488000,80,28,45,0,60,50,9,90,LMCA,10:16:30 AM,8/7/2015,
6489,6488008,65,31,42,53,256,55,9,90,RMCA,10:16:30 AM,8/7/2015,,6489000,81,27,45,0,60,50,9,90,LMCA,10:16:31 AM,8/7/2015,
6490,6489008,65,31,42,55,258,55,9,90,RMCA,10:16:31 AM,8/7/2015,,6490000,83,27,45,0,60,50,9,90,LMCA,10:16:32 AM,8/7/2015,
6491,6490008,65,31,42,55,258,55,9,90,RMCA,10:16:32 AM,8/7/2015,,6491000,83,27,45,0,60,50,9,90,LMCA,10:16:33 AM,8/7/2015,
6492,6491008,65,31,42,57,260,55,9,90,RMCA,10:16:33 AM,8/7/2015,,6492000,83,27,44,0,60,50,9,90,LMCA,10:16:34 AM,8/7/2015,
6493,6492008,65,31,42,60,263,55,9,90,RMCA,10:16:34 AM,8/7/2015,,6493000,83,28,45,0,60,50,9,90,LMCA,10:16:35 AM,8/7/2015,
6494,6493008,62,29,39,61,264,55,9,90,RMCA,10:16:35 AM,8/7/2015,,6494000,84,28,46,0,60,50,9,90,LMCA,10:16:36 AM,8/7/2015,
6495,6494008,63,29,40,62,265,55,9,90,RMCA,10:16:36 AM,8/7/2015,,6495000,84,28,46,0,60,50,9,90,LMCA,10:16:37 AM,8/7/2015,
6496,6495008,63,29,40,62,266,55,9,90,RMCA,10:16:37 AM,8/7/2015,,6496000,83,28,47,0,60,50,9,90,LMCA,10:16:38 AM,8/7/2015,
6497,6496008,65,30,41,64,268,55,9,90,RMCA,10:16:38 AM,8/7/2015,,6497000,85,29,48,0,60,50,9,90,LMCA,10:16:39 AM,8/7/2015,
